,name,price,total_sales_volume,month_sales_volume,month_revenue,total_revenue,rating_product,total_rating_product,inventory,monthly_event,favorite_product,discount,company,shop_name,shopee_mall,shop_total_review,total_products,response_rate,time_response,experience(unit: month),follower,store_location,special_shop,product_url,rating_rate,segmentation
1123,điện thoại xiaomi redmi note 10 5g (4g-128gb) - hàng chính hãng,5290000.0,17.0,1.0,5290000.0,89930000.0,4.75,4.0,1.0,1,0,0.0,Thegioimi_Mistore ,xiaomi_thegioimi,1,14000.0,212.0,1.0,0,11.0,63100.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Xiaomi-Redmi-Note-10-5G-(4G-128GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.340431675.3489915862?position=1539,0.23529411764705882,Mid_end
1124,điện thoại siêu rẻ,90000.0,19.0,1.0,90000.0,1710000.0,5.0,7.0,80.0,0,0,0.0,Shop MinhMobile,minh_nokia85,0,295.0,37.0,0.85,0,14.0,1800.0,Hà Nội,0,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-si%C3%AAu-r%E1%BA%BB-i.293394460.7347103371?position=1541,0.3684210526315789,Ultra_Low_end
1125,samsung a21s,2950000.0,6.0,1.0,2950000.0,17700000.0,5.0,6.0,1.0,1,0,0.0,trinhthanh1008,trinhthanh1008,0,18.0,9.0,0.23,1,48.0,21.0,Nam Định,0,https://shopee.vn/samsung-A21S-i.32776930.5442753258?position=1542,1.0,Low_end
1128,"điện thoại samsung galaxy j5 2sim ,học online, chơi game liên quân",955000.0,60.0,1.0,955000.0,57300000.0,5.0,6.0,7.0,0,0,0.0,dienthoai999999,dienthoai999999,0,123.0,17.0,0.81,0,14.0,151.0,Hà Nội,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-SAMSUNG-GALAXY-J5-2SIM-H%E1%BB%8CC-ONLINE-CH%C6%A0I-GAME-LI%C3%8AN-QU%C3%82N-i.289996094.5290941792?position=1545,0.1,Ultra_Low_end
1130,✅ chính hãng ✅ cặp camera trước sau oppo realme 5 pro chính hãng giá rẻ,344000.0,16.0,1.0,344000.0,5504000.0,5.0,5.0,397.0,1,1,0.0,Yuki Mobile,yukimobile,0,29000.0,1800.0,0.83,0,27.0,11200.0,TP. Hồ Chí Minh,0,https://shopee.vn/%E2%9C%85-Ch%C3%ADnh-H%C3%A3ng-%E2%9C%85-C%E1%BA%B7p-Camera-Tr%C6%B0%E1%BB%9Bc-Sau-Oppo-Realme-5-Pro-Ch%C3%ADnh-H%C3%A3ng-Gi%C3%A1-R%E1%BA%BB-i.161550338.7842228915?position=1547,0.3125,Ultra_Low_end
1131,"điện thoại lg v30 -chip 835 ,màn 6 inch 2k, cực nhanh cực mạnh",2250000.0,9.0,1.0,2250000.0,20250000.0,5.0,7.0,19.0,1,1,0.0,Thế Giới Đồ Nhật - japan,phongcachnhat,0,13000.0,37.0,0.54,0,23.0,5900.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-LG-V30-Chip-835-M%C3%A0n-6-INCH-2K-C%E1%BB%B1c-Nhanh-C%E1%BB%B1c-M%E1%BA%A1nh-i.199422123.5424655918?position=1548,0.7777777777777778,Low_end
1132,"(tặng ốp lưng- dành cho games thủ) điện thoại kyocera g03 (bản japan)- chip lõi tám,3gb , màn hình saphire không thểlưng",1265000.0,17.0,1.0,1265000.0,21505000.0,4.67,6.0,263.0,1,0,0.0,Didongcucre.com,didongcucre,0,495.0,54.0,0.84,0,25.0,1700.0,Hà Nội,0,https://shopee.vn/(T%E1%BA%B7ng-%E1%BB%90p-L%C6%B0ng-D%C3%A0nh-cho-Games-Th%E1%BB%A7)-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Kyocera-G03-(B%E1%BA%A3n-Japan)-Chip-L%C3%B5i-T%C3%A1m-3GB-M%C3%A0n-H%C3%ACnh-Saphire-Kh%C3%B4ng-Th%E1%BB%83L%C6%B0ng-i.174341597.3528058946?position=1550,0.35294117647058826,Ultra_Low_end
1133,"điện thoại gogle pixle 3axl 2 sim quốc tế , ram 4/64g camera cực chất",2299590.0,9.0,2.0,4599180.0,20696310.0,4.25,4.0,19.0,1,1,0.1,ATU MOBILE,ljnh1993,0,12000.0,60.0,0.94,0,36.0,9700.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Gogle-pixle-3axl-2-sim-qu%E1%BB%91c-t%E1%BA%BF-ram-4-64g-camera-c%E1%BB%B1c-ch%E1%BA%A5t-i.71474818.8660135158?position=1552,0.4444444444444444,Low_end
1134,[mã skamsale10 giảm 10% đơn 200k] điện thoại sony xz1 máy đã qua sử dụng còn đẹp,2200000.0,13.0,1.0,2200000.0,28600000.0,4.83,6.0,5.0,0,0,0.0,shop.Quang3g,shop.quang3g,0,68000.0,502.0,0.99,0,48.0,6700.0,Hà Nội,1,https://shopee.vn/-M%C3%A3-SKAMSALE10-gi%E1%BA%A3m-10-%C4%91%C6%A1n-200K-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Sony-XZ1-m%C3%A1y-%C4%91%C3%A3-qua-s%E1%BB%AD-d%E1%BB%A5ng-c%C3%B2n-%C4%91%E1%BA%B9p-i.64945499.9403635077?position=1553,0.46153846153846156,Low_end
1135,điện thoại nokia 3310 thái lan 2 sim giá rẻ,275000.0,26.0,1.0,275000.0,7150000.0,4.0,9.0,66.0,0,0,0.0,dien.tu.2tek.3,dienthoainokia1,0,890.0,139.0,0.52,0,31.0,365.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-nokia-3310-Th%C3%A1i-Lan-2-sim-gi%C3%A1-r%E1%BA%BB-i.136092747.6018733493?position=1554,0.34615384615384615,Ultra_Low_end
1138,[gía sốc]📱 điện thoại vivo y71 bảo hành 12 tháng📱 máy full box tặng kèm ốp lưng,1092000.0,73.0,1.0,1092000.0,79716000.0,5.0,5.0,17.0,1,0,0.2,sỉ smarphone giá rẻ,manh_cuong_vertu_oppo,0,52.0,103.0,0.39,0,5.0,2400.0,Hà Nội,0,https://shopee.vn/-G%C3%8DA-S%E1%BB%90C-%F0%9F%93%B1-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-VIVO-Y71-B%E1%BA%A3o-H%C3%A0nh-12-Th%C3%A1ng%F0%9F%93%B1-M%C3%81Y-FULL-BOX-T%E1%BA%B6NG-K%C3%88M-%E1%BB%90P-L%C6%AFNG-i.440174679.8670057173?position=1562,0.0684931506849315,Ultra_Low_end
1141,điện thoại nokia c01 plus (2gb/16gb) - hàng chính hãng,1270180.0,5.0,3.0,3810540.0,6350900.0,5.0,3.0,8.0,1,0,0.18,Long Hưng Mobile Mall,longhung_mobile,1,27000.0,569.0,1.0,0,11.0,20800.0,Bến Tre,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-C01-Plus-(2GB-16GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.331695868.9770473692?position=1565,0.6,Ultra_Low_end
1142,điện thoại android philips s337 2 sim sóng giá rẻ,690000.0,8.0,1.0,690000.0,5520000.0,5.0,2.0,66.0,1,0,0.0,Handphone.vn,handphonevn,0,105000.0,496.0,0.95,0,48.0,1900.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Android-Philips-S337-2-sim-s%C3%B3ng-gi%C3%A1-r%E1%BA%BB-i.54915183.6658555977?position=1566,0.25,Ultra_Low_end
1144,kính camera lg v40,80000.0,5.0,1.0,80000.0,400000.0,5.0,3.0,95.0,0,0,0.0,MitBinShop,mitbinshop,0,487.0,69.0,0.88,0,48.0,359.0,Hải Dương,0,https://shopee.vn/K%C3%ADnh-Camera-LG-V40-i.39322328.2840057488?position=1568,0.6,Ultra_Low_end
1146,bộ 3 camera lg v40/v50 chính hãng,175000.0,12.0,1.0,175000.0,2100000.0,5.0,5.0,8.0,0,0,0.0,MitBinShop,mitbinshop,0,487.0,69.0,0.88,0,48.0,359.0,Hải Dương,0,https://shopee.vn/B%E1%BB%99-3-Camera-LG-V40-V50-ch%C3%ADnh-h%C3%A3ng-i.39322328.4717689901?position=1570,0.4166666666666667,Ultra_Low_end
1148,điện thoại đồ chơi carot nhạc phát sáng,23940.0,6.0,1.0,23940.0,143640.0,5.0,5.0,38.0,1,1,0.37,hangsosinh,hangsosinh,0,221000.0,1300.0,0.32,0,60.0,6700.0,Bắc Ninh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-%C4%91%E1%BB%93-ch%C6%A1i-carot-nh%E1%BA%A1c-ph%C3%A1t-s%C3%A1ng-i.11560755.3196049343?position=1572,0.8333333333333334,Ultra_Low_end
1151,điện thoại vivo y55 chiến liên quân mượt cuộc chiến bất bại,996000.0,77.0,1.0,996000.0,76692000.0,5.0,4.0,123.0,0,0,0.17,Phụ kiện bắc nam Hà Nội,phukienbacnamhanoi,0,199.0,113.0,0.69,0,4.0,3500.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Vivo-Y55-Chi%E1%BA%BFn-Li%C3%AAn-Qu%C3%A2n-M%C6%B0%E1%BB%A3t-cu%E1%BB%99c-chi%E1%BA%BFn-b%E1%BA%A5t-b%E1%BA%A1i-i.470174765.9469485199?position=1578,0.05194805194805195,Ultra_Low_end
1152,điện thoại nokia105 cũ,113100.0,8.0,1.0,113100.0,904800.0,5.0,3.0,6.0,0,0,0.13,điện thoại bổ rẻ,dungnhi.88,0,36.0,41.0,0.73,0,48.0,29.0,Hà Nội,0,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-NOKIA105-c%C5%A9-i.62637851.9750753823?position=1579,0.375,Ultra_Low_end
1153,điện thoại sharp aquos r compact 701sh loại a,1350000.0,8.0,1.0,1350000.0,10800000.0,4.6,5.0,0.0,0,1,0.0,QuyenPhuong Mobile,congnghesovietnam,0,17000.0,76.0,0.81,0,33.0,25200.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-SHARP-AQUOS-R-COMPACT-701SH-Lo%E1%BA%A1i-A-i.118753950.9362605144?position=1580,0.625,Ultra_Low_end
1154,điện thoại nokia 5.4 (4gb/128gb) - hàng chính hãng,3411000.0,8.0,1.0,3411000.0,27288000.0,5.0,5.0,0.0,1,0,0.1,Binguyenshop,binguyenshop,0,46.0,55.0,0.93,0,13.0,6600.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-5.4-(4GB-128GB)-H%C3%A0ng-Ch%C3%ADnh-H%C3%A3ng-i.308154706.10702765242?position=1583,0.625,Low_end
1155,điện thoại bàn panasonic cũ đã qua sử dụng còn đẹp,55000.0,20.0,1.0,55000.0,1100000.0,5.0,5.0,5.0,1,0,0.0,Đồ cũ Hưng Yên,tunghhk6,0,14000.0,261.0,0.9,0,60.0,697.0,Hưng Yên,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-b%C3%A0n-Panasonic-c%C5%A9-%C4%91%C3%A3-qua-s%E1%BB%AD-d%E1%BB%A5ng-c%C3%B2n-%C4%91%E1%BA%B9p-i.13964570.5786113694?position=1584,0.25,Ultra_Low_end
1156,điện thoại nokia 1280 giá rẻ,160000.0,25.0,1.0,160000.0,4000000.0,5.0,5.0,62.0,1,0,0.0,dien.thoai.2tek.4.h,dienthoaidoc4,0,239.0,213.0,0.34,0,18.0,3200.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-1280-gi%C3%A1-r%E1%BA%BB-i.240476593.3624338859?position=1585,0.2,Ultra_Low_end
1158,"điện thoại oppo a3s . chính hãng, máy cũ đẹp 90%.",1445000.0,9.0,1.0,1445000.0,13005000.0,5.0,4.0,1.0,1,0,0.15,huyhangmobile,huyhangmobile,0,18000.0,572.0,0.64,0,72.0,14400.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Oppo-A3s-.-ch%C3%ADnh-h%C3%A3ng-M%C3%A1y-c%C5%A9-%C4%91%E1%BA%B9p-90-.-i.11030.1756058831?position=1587,0.4444444444444444,Ultra_Low_end
1159,"(android 11) điện thoại sharp s5 android one 5.5""-chống nước-100% tiếng việt-chụp ảnh ban đêm- siêu phẩm đến từ nhật bản",1665000.0,5.0,1.0,1665000.0,8325000.0,5.0,4.0,14.0,1,0,0.0,Didongcucre.com,didongcucre,0,495.0,54.0,0.84,0,25.0,1700.0,Hà Nội,0,https://shopee.vn/(Android-11)-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Sharp-S5-Android-One-5.5-Ch%E1%BB%91ng-N%C6%B0%E1%BB%9Bc-100-Ti%E1%BA%BFng-Vi%E1%BB%87t-Ch%E1%BB%A5p-%E1%BA%A2nh-Ban-%C4%90%C3%AAm-Si%C3%AAu-Ph%E1%BA%A9m-%C4%90%E1%BA%BFn-T%E1%BB%AB-Nh%E1%BA%ADt-B%E1%BA%A3n-i.174341597.6566542903?position=1588,0.8,Ultra_Low_end
1160,điện thoại cổ nokia 5310 chính hãng giá rẻ,297500.0,19.0,1.0,297500.0,5652500.0,4.83,6.0,87.0,1,0,0.0,dien.thoai.2tek.4.h,dienthoaidoc4,0,239.0,213.0,0.34,0,18.0,3200.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-c%E1%BB%95-Nokia-5310-ch%C3%ADnh-h%C3%A3ng-gi%C3%A1-r%E1%BA%BB-i.240476593.4723931938?position=1589,0.3157894736842105,Ultra_Low_end
1161,điện thoại samsung galaxy s9 usa/ quốc tế/ hàn quốc - cấu hình khủng / tuyển chọn đẹp 99%,2464500.0,6.0,1.0,2464500.0,14787000.0,4.8,5.0,45.0,1,0,0.47,ZIN MOBILE,zinmobile104daotan,0,490.0,187.0,0.79,0,48.0,8000.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-S9-USA-Qu%E1%BB%91c-T%E1%BA%BF-H%C3%A0n-Qu%E1%BB%91c-C%E1%BA%A5u-h%C3%ACnh-kh%E1%BB%A7ng-Tuy%E1%BB%83n-ch%E1%BB%8Dn-%C4%90%E1%BA%B9p-99--i.38728286.2600084318?position=1590,0.8333333333333334,Low_end
1162,điện thoại kích sim full bộ,230000.0,22.0,1.0,230000.0,5060000.0,4.0,4.0,990.0,0,1,0.0,Sim Anh Minh,shopsimanhminh,0,21000.0,35.0,0.77,0,36.0,1200.0,Hà Nội,1,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-k%C3%ADch-sim-full-b%E1%BB%99-i.77275393.6526066297?position=1592,0.18181818181818182,Ultra_Low_end
1163,điện thoại sony z5 premium fullbox,2300000.0,87.0,1.0,2300000.0,200100000.0,4.2,10.0,240.0,1,1,0.0,smartphonegiasi,smartphonegiasi,0,8000.0,664.0,0.9,0,35.0,10700.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%91i%E1%BB%87n-tho%E1%BA%A1i-SONY-Z5-PREMIUM-Fullbox-i.108110554.1853996879?position=1593,0.11494252873563218,Low_end
1164,nokia e5 zin likenew,800000.0,5.0,1.0,800000.0,4000000.0,4.67,3.0,11.0,1,0,0.0,datdeo09,datdeo09,0,305.0,20.0,0.88,0,48.0,194.0,Hà Nội,0,https://shopee.vn/Nokia-e5-zin-likenew-i.61623136.6878743807?position=1594,0.6,Ultra_Low_end
1165,khay sim galaxy s6 edge plus chính hãng samsung,15345.9,14.0,1.0,15345.9,214842.6,4.67,3.0,114.0,1,0,0.49,LƯU GIA MOBILE,luugiamobile,0,102000.0,447.0,0.94,1,48.0,3800.0,Hà Nội,1,https://shopee.vn/Khay-Sim-Galaxy-S6-Edge-Plus-Ch%C3%ADnh-H%C3%A3ng-Samsung-i.61382706.1486177409?position=1595,0.21428571428571427,Ultra_Low_end
1166,điện thoại samsung galaxy a22 (6gb/128gb) - hàng chính hãng,4169760.0,5.0,1.0,4169760.0,20848800.0,5.0,1.0,42.0,1,0,0.16,Long Hưng Mobile Mall,longhung_mobile,1,27000.0,569.0,1.0,0,11.0,20800.0,Bến Tre,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A22-(6GB-128GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.331695868.8870227063?position=1596,0.2,Mid_end
1167,điện thoại lg v50 thinq 5g - bản hàn 3 camera - ram6gb/128gb - chip qualcom snap 855 mạnh mẽ bao game,3217500.0,4.0,1.0,3217500.0,12870000.0,5.0,3.0,20.0,1,0,0.25,SuvinaSmart,vyoanhyenoanh,0,723.0,113.0,0.41,0,36.0,2700.0,Hà Nội,0,https://shopee.vn/%C4%90I%E1%BB%86N-THO%E1%BA%A0I-LG-V50-THINQ-5G-B%E1%BA%A2N-H%C3%80N-3-CAMERA-RAM6GB-128GB-CHIP-QUALCOM-SNAP-855-M%E1%BA%A0NH-M%E1%BA%BC-BAO-GAME-i.89681009.9480188844?position=1597,0.75,Low_end
1168,"🎁tặng bh vip🎉 điện thoại realme q3 pro ram 8gb bộ nhớ 128gb - chip dimensity 1100 5g hiệu năng cao - amoled 120hz 6.43""",3648000.0000000005,7.0,1.0,3648000.0000000005,25536000.000000004,5.0,5.0,11.0,1,1,0.43,TPhone HN,tphone_hn,0,205.0,70.0,0.99,0,5.0,2000.0,Hà Nội,1,https://shopee.vn/%F0%9F%8E%81T%E1%BA%B7ng-BH-VIP%F0%9F%8E%89-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Realme-Q3-Pro-RAM-8GB-b%E1%BB%99-nh%E1%BB%9B-128GB-Chip-Dimensity-1100-5G-hi%E1%BB%87u-n%C4%83ng-cao-AMOLED-120Hz-6.43--i.440881187.8680901576?position=1598,0.7142857142857143,Low_end
1169,combo 20 điện thoại nokia 105 kèm pin sạc- điện thoại nghe gọi giá rẻ,2200000.0,6.0,1.0,2200000.0,13200000.0,5.0,4.0,93.0,1,1,0.0,hà bắc Store,thuythuy889,0,225000.0,250.0,0.96,1,72.0,43000.0,Hà Nội,1,https://shopee.vn/combo-20-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nokia-105-K%C3%A8m-Pin-S%E1%BA%A1c-%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Nghe-G%E1%BB%8Di-gi%C3%A1-r%E1%BA%BB-i.1657913.8470863635?position=1599,0.6666666666666666,Low_end
1170,siêu sốc - điện thoại a8 sang trọng tặng pin và bao da,395000.0,8.0,1.0,395000.0,3160000.0,5.0,5.0,4.0,1,0,0.0,Điện Thoại Vertu Đẹp Độc Lạ,vertudocla,0,22.0,35.0,0.08,0,29.0,3200.0,Bắc Ninh,0,https://shopee.vn/Si%C3%AAu-S%E1%BB%91c-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-A8-sang-tr%E1%BB%8Dng-t%E1%BA%B7ng-pin-v%C3%A0-bao-da-i.145001663.7787280717?position=1600,0.625,Ultra_Low_end
1171,áo phông game liên minh huyền thoại giá rẻ lol01,99000.0,4.0,1.0,99000.0,396000.0,5.0,4.0,398.0,0,0,0.0,Shop Áo Thun Đẹp Giá Rẻ,sunshineshop.vn,0,853.0,251.0,1.0,0,19.0,11100.0,Hà Nội,0,https://shopee.vn/%C3%81o-Ph%C3%B4ng-Game-Li%C3%AAn-Minh-Huy%E1%BB%81n-Tho%E1%BA%A1i-Gi%C3%A1-R%E1%BA%BB-LOL01-i.233213488.7518579452?position=1601,1.0,Ultra_Low_end
1173,nokia n225,300000.0,10.0,1.0,300000.0,3000000.0,5.0,4.0,286.0,1,0,0.0,Haidang_mobile8686,mobile18nd,0,57.0,18.0,0.64,0,31.0,17.0,Nam Định,0,https://shopee.vn/NOKIA-N225-i.132048555.7210503698?position=1603,0.4,Ultra_Low_end
1174,[ bao đổi ] điện thoại cảm ứng oppo neo 5 16gb rom - 2gb ram có 2 khe sim siêu bền,650000.0,11.0,1.0,650000.0,7150000.0,5.0,4.0,27.0,0,0,0.0,trâm_store's,saohom1910,0,33000.0,401.0,0.5,0,60.0,14000.0,TP. Hồ Chí Minh,1,https://shopee.vn/-BAO-%C4%90%E1%BB%94I-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-c%E1%BA%A3m-%E1%BB%A9ng-OPPO-neo-5-16GB-ROM-2GB-RAM-c%C3%B3-2-khe-sim-si%C3%AAu-b%E1%BB%81n-i.8850185.7164834064?position=1604,0.36363636363636365,Ultra_Low_end
1175,điện thoại mini bm10,179000.0,31.0,1.0,179000.0,5549000.0,5.0,6.0,61.0,0,1,0.0,Bán lẻ - Giá sỉ,vunga7557,0,39000.0,439.0,0.81,0,30.0,4900.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-MiNi-BM10-i.139018723.2887645601?position=1605,0.1935483870967742,Ultra_Low_end
1176,màn hình cảm ứng meizu m6 note chính hãng,150000.0,20.0,1.0,150000.0,3000000.0,5.0,6.0,8.0,1,0,0.0,phukienzin,phukienzin,0,12000.0,1600.0,0.86,0,60.0,812.0,Hà Nội,0,https://shopee.vn/M%C3%A0n-h%C3%ACnh-c%E1%BA%A3m-%E1%BB%A9ng-meizu-m6-note-ch%C3%ADnh-h%C3%A3ng-i.11560834.483460771?position=1606,0.3,Ultra_Low_end
1177,{xả kho_giá sập sàn}_nokia 6100_điện thoại nokia 6100 chính hãng chất lượng giá rẻ - bh 12 tháng,249500.0,132.0,1.0,249500.0,32934000.0,3.67,3.0,1862.0,0,1,0.0,Hệ Thống TUÂN HƯNG YÊN CHÍNH,dien_thoai_nokia_pho_thong,0,281.0,39.0,0.76,0,34.0,15500.0,Hưng Yên,1,https://shopee.vn/-X%E1%BA%A3-Kho_Gi%C3%A1-S%E1%BA%ADp-S%C3%A0n-_Nokia-6100_%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-6100-ch%C3%ADnh-h%C3%A3ng-ch%E1%BA%A5t-l%C6%B0%E1%BB%A3ng-gi%C3%A1-r%E1%BA%BB-BH-12-th%C3%A1ng-i.116554044.7343204103?position=1608,0.022727272727272728,Ultra_Low_end
1178,điện thoại samsung galaxy s10e nhập khẩu mỹ - hàn giá tốt tại zinmobile .,4850000.0,3.0,1.0,4850000.0,14550000.0,5.0,2.0,2.0,1,0,0.0,Zinmobile- Giatot,zinmobile_giatot,0,86.0,104.0,0.86,0,30.0,313.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-Tho%E1%BA%A1i-Samsung-Galaxy-S10E-Nh%E1%BA%ADp-Kh%E1%BA%A9u-M%E1%BB%B9-H%C3%A0n-Gi%C3%A1-t%E1%BB%91t-t%E1%BA%A1i-Zinmobile-.-i.142666401.10617900937?position=1610,0.6666666666666666,Mid_end
1179,[mã skamsale10 giảm 10% đơn 200k] điện thoại nokia c01 plus (2gb/16gb) - hàng chính hãng,1246590.0,6.0,1.0,1246590.0,7479540.0,5.0,3.0,8.0,1,0,0.19,Long Hưng Mobile,longhung_mobilestore,0,101000.0,1000.0,1.0,0,48.0,22200.0,Bến Tre,1,https://shopee.vn/-M%C3%A3-SKAMSALE10-gi%E1%BA%A3m-10-%C4%91%C6%A1n-200K-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Nokia-C01-Plus-(2GB-16GB)-H%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-i.40757878.10813652563?position=1614,0.5,Ultra_Low_end
1181,điện thoại xiaomi redmi 9t (4gb/64gb),3990000.0,1.0,1.0,3990000.0,3990000.0,5.0,1.0,0.0,0,0,0.0,Thế Giới Di Động Official,thegioididong_official_store,1,134.0,1200.0,0.98,0,1.5,4900.0,TP. Hồ Chí Minh,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Xiaomi-Redmi-9T-(4GB-64GB)-i.524196099.13602796859?position=1618,1.0,Low_end
1183,điện thoại vertu k8+ lưng đá - 2 sim-thời trang thời thượng-khắng định đẳng cấp,580000.0,6.0,1.0,580000.0,3480000.0,5.0,1.0,1368.0,0,0,0.0,CHUYÊN HÀNG ĐỘC,trongnhan510,0,203.0,119.0,0.7,0,48.0,2100.0,Hà Nội,0,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vertu-K8-L%C6%B0ng-%C4%90%C3%A1-2-sim-Th%E1%BB%9Di-Trang-Th%E1%BB%9Di-Th%C6%B0%E1%BB%A3ng-Kh%E1%BA%AFng-%C4%90%E1%BB%8Bnh-%C4%90%E1%BA%B3ng-C%E1%BA%A5p-i.54951196.9974270557?position=1682,0.16666666666666666,Ultra_Low_end
1185,camera trước samsung j7 plus / c710 - cam zin bóc máy của điện thoại samsung,79000.0,3.0,1.0,79000.0,237000.0,5.0,2.0,5.0,1,1,0.0,Linh Kiện An Phước Mobile,linhkiendienthoai_ap41,0,370.0,1100.0,1.0,0,7.0,3800.0,Hà Nội,1,https://shopee.vn/Camera-tr%C6%B0%E1%BB%9Bc-Samsung-J7-Plus-C710-Cam-zin-b%C3%B3c-m%C3%A1y-c%E1%BB%A7a-%C4%91i%E1%BB%87n-tho%E1%BA%A1i-Samsung-i.402232952.9949864944?position=1684,0.6666666666666666,Ultra_Low_end
1186,điện thoại samsung galaxy a32 8gb/128gb hàng chính hãng samsung việt nam,5116800.0,4.0,1.0,5116800.0,20467200.0,5.0,2.0,0.0,1,1,0.18,Galaxy Trading,phukiengalaxy,0,533.0,154.0,0.86,0,72.0,7500.0,Hà Nội,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Samsung-Galaxy-A32-8GB-128GB-h%C3%A0ng-ch%C3%ADnh-h%C3%A3ng-Samsung-Vi%E1%BB%87t-Nam-i.11060.9752052594?position=1685,0.5,Mid_end
1187,"[99%,freeship+ốp] điện thoại sharp aquos r2(,ram 4gb,bộ nhớ trong 64gb,chip qualcomm snapdragon 845",2690000.0,4.0,1.0,2690000.0,10760000.0,5.0,3.0,67.0,1,0,0.0,US-mobile,khanhphone,0,35.0,40.0,0.83,0,14.0,1500.0,Hà Nội,0,https://shopee.vn/-99-Freeship-%E1%BB%91p-%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Sharp-Aquos-R2(-RAM-4GB-b%E1%BB%99-nh%E1%BB%9B-trong-64GB-chip-Qualcomm-Snapdragon-845-i.298560556.8809590148?position=1687,0.75,Low_end
1188,điện thoại vsmart joy 4 (3gb/64gb) bảo hành 18 tháng,3290000.0,11.0,2.0,6580000.0,36190000.0,5.0,4.0,2.0,0,1,0.0,Công Nghệ Di Động,congnghedidong,0,9000.0,92.0,0.74,0,48.0,5400.0,TP. Hồ Chí Minh,1,https://shopee.vn/%C4%90i%E1%BB%87n-tho%E1%BA%A1i-Vsmart-Joy-4-(3GB-64GB)-B%E1%BA%A3o-h%C3%A0nh-18-th%C3%A1ng-i.23220672.6554432180?position=1688,0.36363636363636365,Low_end
